position,accelValues,Velocity,prevVelocityVal,prevAccelVal,dT
0,0.03346466144762896
128.85483031781143,0.012885483031781142,0.6442741515890571,0,0,100
102.6356544751952,-0.002621917584261624,1.157452423965033,0.6442741515890571,0.012885483031781142,100
-392.74413014609786,-0.0485618845820305,-1.4273295854327195,1.157452423965033,-0.002621917584261624,101
-1869.68438042721,-0.14769402502811121,-11.240125065939806,-1.4273295854327195,-0.0485618845820305,100
-4825.314582465028,-0.28973926105654524,-33.33050601321496,-11.240125065939806,-0.14769402502811121,101
-8754.068056010094,-0.39287534735450647,-67.46123643376754,-33.33050601321496,-0.28973926105654524,100
-12311.031734123073,-0.3556963678112979,-104.88982219205775,-67.46123643376754,-0.39287534735450647,100
-15864.587347458495,-0.34835365291005027,-140.44434823848582,-104.88982219205775,-0.3556963678112979,101
-17919.236137670938,-0.20546487902124433,-168.13527483505055,-140.44434823848582,-0.34835365291005027,100
-19363.65055377411,-0.14444144161031733,-185.63059086662864,-168.13527483505055,-0.20546487902124433,100
-18775.087773398784,0.057696576842988456,-190.01120653737874,-185.63059086662864,-0.14444144161031733,101
-16572.344740387096,0.22027430330116857,-176.1126625301709,-190.01120653737874,0.057696576842988456,100
-12719.720803682856,0.37767120250017056,-145.91641448720327,-176.1126625301709,0.22027430330116857,101
-7590.385213155908,0.5129335590526949,-101.38617640956,-145.91641448720327,0.37767120250017056,100
-719.0396662740595,0.6871345546881849,-41.38277072251601,-101.38617640956,0.5129335590526949,100
6030.852760697449,0.6616892880081864,26.73283333365074,-41.38277072251601,0.6871345546881849,101
11687.73834077195,0.5656885580074499,88.10172563443255,26.73283333365074,0.6616892880081864,100
16267.964006846374,0.45802256660744234,139.28728186517716,88.10172563443255,0.5656885580074499,100
19633.894318612394,0.32996081872032346,179.08044282422935,139.28728186517716,0.45802256660744234,101
22407.005680142203,0.277311136152981,209.44404056789458,179.08044282422935,0.32996081872032346,100
21223.02684482019,-0.11839788353220149,217.38970319893355,209.44404056789458,0.277311136152981,100
19135.59668317465,-0.20462995408739754,201.0767973991438,217.38970319893355,-0.11839788353220149,101
15369.802546476716,-0.3765794136697932,172.01632901128426,201.0767973991438,-0.20462995408739754,100
9400.917139535588,-0.5851274783787009,123.4501309628353,172.01632901128426,-0.3765794136697932,101
2066.5372407476516,-0.7334379898787937,57.52185754996057,123.4501309628353,-0.5851274783787009,100
-6323.356191140701,-0.8389893431888353,-21.099509103420885,57.52185754996057,-0.7334379898787937,100
-14893.042378087788,-0.840082951372129,-105.89265997874958,-21.099509103420885,-0.8389893431888353,101
-22899.64089475397,-0.8006598516666182,-187.92980013068694,-105.89265997874958,-0.840082951372129,100
-29246.205113286574,-0.6346564218532601,-259.69561380668085,-187.92980013068694,-0.8006598516666182,100
-34596.29142646194,-0.5244668476791849,-318.2313389180693,-259.69561380668085,-0.6346564218532601,101
-31552.93006592598,0.30433613605359594,-329.2378744993488,-318.2313389180693,-0.5244668476791849,100
-27258.517929610374,0.4294412136315605,-292.549007015091,-329.2378744993488,0.30433613605359594,100
-21722.690472418923,0.5426749786483143,-243.4571393049573,-292.549007015091,0.4294412136315605,101
-14826.506742301623,0.68961837301173,-181.8424717219551,-243.4571393049573,0.5426749786483143,100
-6177.656128187171,0.8648850614114452,-104.11730000079633,-181.8424717219551,0.68961837301173,100
3890.8999677957017,0.9870165764123981,-10.59626729069224,-104.11730000079633,0.8648850614114452,101
15316.260783281916,1.1425360815486214,95.88136560735873,-10.59626729069224,0.9870165764123981,100
27822.156926535587,1.2259480583524822,215.48981467236445,95.88136560735873,1.1425360815486214,101
39280.15018705766,1.1457993260522072,334.0771838925989,215.48981467236445,1.2259480583524822,100
49578.775310809455,1.0298625123751797,442.86027581396826,334.0771838925989,1.1457993260522072,100
43581.80512319383,-0.5878806183330679,465.1803614630949,442.86027581396826,1.0298625123751797,101
36766.72100953562,-0.6815084113658207,401.7109099781505,465.1803614630949,-0.5878806183330679,100
28953.953953513053,-0.7812767056022565,328.5716541297466,401.7109099781505,-0.6815084113658207,100
19291.954196726394,-0.9471620190948592,241.28549853254225,328.5716541297466,-0.7812767056022565,101
7706.162369990732,-1.158579182673566,135.998438444121,241.28549853254225,-0.9471620190948592,100
-6188.0875827079,-1.3620478338102768,8.70677411168694,135.998438444121,-1.158579182673566,101
-21782.310957480386,-1.5594223374772485,-137.36673445268931,8.70677411168694,-1.3620478338102768,100
-37805.00879490726,-1.6022697837426876,-295.4513405136861,-137.36673445268931,-1.5594223374772485,100
-52496.076779906245,-1.4401595907262994,-449.09402392436994,-295.4513405136861,-1.6022697837426876,101
-66077.11617729306,-1.3581039397386827,-589.007200447619,-449.09402392436994,-1.4401595907262994,100
-60999.84262136447,0.5077273555928595,-631.5260296549102,-589.007200447619,-1.3581039397386827,100
-55057.66875290053,0.5825089568144246,-576.4690958783424,-631.5260296549102,0.5077273555928595,101
-48124.303926773115,0.6933364826127413,-512.676823906984,-576.4690958783424,0.5825089568144246,100
-40482.21606105228,0.7491508543986708,-439.8312133879077,-512.676823906984,0.6933364826127413,101
-30892.910534635437,0.958930552641684,-354.42714303588997,-439.8312133879077,0.7491508543986708,100
-19573.419749316447,1.131949078531899,-249.88316147721082,-354.42714303588997,0.958930552641684,100
-6738.388207864633,1.2582130714098434,-129.1799729051528,-249.88316147721082,1.131949078531899,101
7739.987439210408,1.447837564707504,6.12255890071458,-129.1799729051528,1.2582130714098434,100
21646.584522306883,1.3906597083096472,148.04742255157214,6.12255890071458,1.447837564707504,100
35329.6859349326,1.341349025843125,286.01386362628716,148.04742255157214,1.3906597083096472,101
27436.029503415382,-0.7893656431517213,313.6130327608573,286.01386362628716,1.341349025843125,100
18100.296583893287,-0.9335732919522094,227.46608600566077,313.6130327608573,-0.7893656431517213,100
7348.1125271547735,-1.0540323553316844,127.09200081782413,227.46608600566077,-0.9335732919522094,101
-4367.8914409944955,-1.171600396814927,15.810363210493563,127.09200081782413,-1.0540323553316844,100
-17776.652664865866,-1.3144555655201813,-109.73546288742939,15.810363210493563,-1.171600396814927,101
-33567.34208136527,-1.5790689416499404,-254.41168824593547,-109.73546288742939,-1.3144555655201813,100
-51228.22250144511,-1.7660880420079839,-421.6695374288317,-254.41168824593547,-1.5790689416499404,100
-70773.6108585148,-1.9160266990559454,-607.61633185256,-421.6695374288317,-1.7660880420079839,101
